Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error,merge_key,Category,Category_GT,CPA_Verified,verification_result
81.c,loop_invariants/code2inv/81.c,2c368c2fdf034c7f86ae73459b7dab36,2025-12-16T04:28:16.558334,99.39,5.0,non-terminating,0.0,,y - i,"Failed: Not Decreasing, Not Bounded",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042816_2c368c2fdf034c7f86ae73459b7dab36.json,,81.c,loop_invariants,other,False,FALSE
94.c,loop_invariants/code2inv/94.c,4386a9cc5dba47a98a2701f2e346347e,2025-12-16T04:29:38.598984,82.04,5.0,terminating,0.0,,n - i,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042938_4386a9cc5dba47a98a2701f2e346347e.json,,94.c,loop_invariants,other,,
11.c,loop_invariants/code2inv/11.c,253cd6ac75a7460796b4318afda65fc6,2025-12-16T04:30:14.471365,35.87,4.0,non-terminating,0.0,x - y == \old(x - y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043014_253cd6ac75a7460796b4318afda65fc6.json,,11.c,loop_invariants,other,,
11.c,loop_invariants/code2inv/11.c,253cd6ac75a7460796b4318afda65fc6,2025-12-16T04:30:14.471365,35.87,4.0,non-terminating,0.0,x - y == \old(x - y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043014_253cd6ac75a7460796b4318afda65fc6.json,,11.c,loop_invariants,other,,
103.c,loop_invariants/code2inv/103.c,1f79316942cb4a0d934c82b1c341c163,2025-12-16T04:31:30.197619,75.73,4.0,terminating,0.0,x <= 100; x >= \old(x),100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043130_1f79316942cb4a0d934c82b1c341c163.json,,103.c,loop_invariants,other,,
120.c,loop_invariants/code2inv/120.c,4109c4a7283f46269114f886c040fa7f,2025-12-16T04:32:50.375517,80.18,5.0,terminating,0.0,,8 - i,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043250_4109c4a7283f46269114f886c040fa7f.json,,120.c,loop_invariants,other,,
95.c,loop_invariants/code2inv/95.c,fa04519697304a98b548f2bc3d02d858,2025-12-16T04:34:00.551035,70.18,4.0,terminating,0.0,,x - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043400_fa04519697304a98b548f2bc3d02d858.json,,95.c,loop_invariants,other,,
43.c,loop_invariants/code2inv/43.c,8e01f72e36d0424f92b61959e91c1d7c,2025-12-16T04:35:21.856234,81.31,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043521_8e01f72e36d0424f92b61959e91c1d7c.json,,43.c,loop_invariants,other,,
43.c,loop_invariants/code2inv/43.c,8e01f72e36d0424f92b61959e91c1d7c,2025-12-16T04:35:21.856234,81.31,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043521_8e01f72e36d0424f92b61959e91c1d7c.json,,43.c,loop_invariants,other,,
133.c,loop_invariants/code2inv/133.c,f308158f9df549dab5a0281b0f1e6c41,2025-12-16T04:36:46.051854,84.2,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_043646_f308158f9df549dab5a0281b0f1e6c41.json,,133.c,loop_invariants,other,,
77.c,loop_invariants/code2inv/77.c,b2e6f3663fd84d158b02c97c992abad8,2025-12-16T04:42:03.441637,317.39,5.0,non-terminating,0.0,,y - i,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_044203_b2e6f3663fd84d158b02c97c992abad8.json,,77.c,loop_invariants,other,False,FALSE
Benghazi_nondet_true-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/Benghazi_nondet_true-termination.c,,2025-12-16T04:42:08.192910,,,error,,,,,,Embedding provider error: Connection error.,Benghazi_nondet_true-termination.c,termination,,,
Gothenburg_v2_true-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/Gothenburg_v2_true-termination.c,,2025-12-16T04:42:13.148275,,,error,,,,,,Embedding provider error: Connection error.,Gothenburg_v2_true-termination.c,termination,,,
McCarthy91_Iteration_true-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c,,2025-12-16T04:42:17.545264,,,error,,,,,,Embedding provider error: Connection error.,McCarthy91_Iteration_true-termination.c,termination,,True,TRUE
Singapore_true-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/Singapore_true-termination.c,,2025-12-16T04:42:20.618852,,,error,,,,,,Embedding provider error: Connection error.,Singapore_true-termination.c,termination,,,
Hanoi_plus_false-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/Hanoi_plus_false-termination.c,,2025-12-16T04:42:25.204355,,,error,,,,,,Embedding provider error: Connection error.,Hanoi_plus_false-termination.c,termination,,,
Copenhagen_disj_true-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/Copenhagen_disj_true-termination.c,,2025-12-16T04:42:28.728776,,,error,,,,,,Embedding provider error: Connection error.,Copenhagen_disj_true-termination.c,termination,,,
Bangalore_v4_true-termination.c,termination/tpdb/C_Integer/Ton_Chanh_15/Bangalore_v4_true-termination.c,,2025-12-16T04:42:33.554260,,,error,,,,,,Embedding provider error: Connection error.,Bangalore_v4_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c,,2025-12-16T04:42:37.058442,,,error,,,,,,Embedding provider error: Connection error.,ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c,termination,,,
svcomp_b.07.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_b.07.c,,2025-12-16T04:42:43.221242,,,error,,,,,,Embedding provider error: Connection error.,svcomp_b.07.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c,,2025-12-16T04:42:47.097019,,,error,,,,,,Embedding provider error: Connection error.,ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c,termination,,,
svcomp_b.05.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_b.05.c,,2025-12-16T04:42:51.325875,,,error,,,,,,Embedding provider error: Connection error.,svcomp_b.05.c,termination,,,
ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c,,2025-12-16T04:42:56.357148,,,error,,,,,,Embedding provider error: Connection error.,ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c,termination,,True,TRUE
Ben-Amram-LMCS2010-Ex2.3_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/Ben-Amram-LMCS2010-Ex2.3_true-termination.c,,2025-12-16T04:43:02.918061,,,error,,,,,,Embedding provider error: Connection error.,Ben-Amram-LMCS2010-Ex2.3_true-termination.c,termination,,,
AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c,,2025-12-16T04:43:06.863258,,,error,,,,,,Embedding provider error: Connection error.,AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c,termination,,,
Masse-VMCAI2014-Ex6_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c,,2025-12-16T04:43:10.756364,,,error,,,,,,Embedding provider error: Connection error.,Masse-VMCAI2014-Ex6_true-termination.c,termination,,,
LeikeHeizmann-TACAS2014-Ex7_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex7_true-termination.c,,2025-12-16T04:43:14.349729,,,error,,,,,,Embedding provider error: Connection error.,LeikeHeizmann-TACAS2014-Ex7_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c,,2025-12-16T04:43:19.823027,,,error,,,,,,Embedding provider error: Connection error.,ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c,termination,,,
svcomp_c.07.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_c.07.c,,2025-12-16T04:43:25.047632,,,error,,,,,,Embedding provider error: Connection error.,svcomp_c.07.c,termination,,True,TRUE
AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c,,2025-12-16T04:43:30.071694,,,error,,,,,,Embedding provider error: Connection error.,AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c,termination,,,
svcomp_b.03_assume.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_b.03_assume.c,,2025-12-16T04:43:33.584056,,,error,,,,,,Embedding provider error: Connection error.,svcomp_b.03_assume.c,termination,,,
Masse-VMCAI2014-Fig1a_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c,,2025-12-16T04:43:37.460194,,,error,,,,,,Embedding provider error: Connection error.,Masse-VMCAI2014-Fig1a_true-termination.c,termination,,True,TRUE
HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c,,2025-12-16T04:43:41.920381,,,error,,,,,,Embedding provider error: Connection error.,HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c,termination,,,
Bangalore_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/Bangalore_true-termination.c,,2025-12-16T04:43:45.846836,,,error,,,,,,Embedding provider error: Connection error.,Bangalore_true-termination.c,termination,,True,TRUE
Masse-VMCAI2014-Fig1b_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1b_true-termination.c,,2025-12-16T04:43:51.036287,,,error,,,,,,Embedding provider error: Connection error.,Masse-VMCAI2014-Fig1b_true-termination.c,termination,,,
Overflow.c,termination/tpdb/C_Integer/Stroeder_15/Overflow.c,,2025-12-16T04:43:54.967579,,,error,,,,,,Embedding provider error: Connection error.,Overflow.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c,,2025-12-16T04:43:58.752229,,,error,,,,,,Embedding provider error: Connection error.,ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c,termination,,,
PastaB3.c,termination/tpdb/C_Integer/Stroeder_15/PastaB3.c,,2025-12-16T04:44:01.813896,,,error,,,,,,Embedding provider error: Connection error.,PastaB3.c,termination,,,
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,,2025-12-16T04:44:07.352681,,,error,,,,,,Embedding provider error: Connection error.,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,termination,,,
LeikeHeizmann-TACAS2014-Fig1_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c,,2025-12-16T04:44:11.312779,,,error,,,,,,Embedding provider error: Connection error.,LeikeHeizmann-TACAS2014-Fig1_true-termination.c,termination,,,
Fibonacci.c,termination/tpdb/C_Integer/Stroeder_15/Fibonacci.c,,2025-12-16T04:44:14.920902,,,error,,,,,,Embedding provider error: Connection error.,Fibonacci.c,termination,,,
svcomp_a.04.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_a.04.c,,2025-12-16T04:44:18.655780,,,error,,,,,,Embedding provider error: Connection error.,svcomp_a.04.c,termination,,,
LeikeHeizmann-WST2014-Ex5_false-termination.c,termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c,,2025-12-16T04:44:21.860374,,,error,,,,,,Embedding provider error: Connection error.,LeikeHeizmann-WST2014-Ex5_false-termination.c,termination,,,
AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,,2025-12-16T04:44:26.024558,,,error,,,,,,Embedding provider error: Connection error.,AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,termination,,,
CookSeeZuleger-TACAS2013-Fig8a_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c,,2025-12-16T04:44:29.893178,,,error,,,,,,Embedding provider error: Connection error.,CookSeeZuleger-TACAS2013-Fig8a_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c,,2025-12-16T04:44:34.790620,,,error,,,,,,Embedding provider error: Connection error.,ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c,termination,,,
BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c,,2025-12-16T04:44:38.850569,,,error,,,,,,Embedding provider error: Connection error.,BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c,termination,,True,TRUE
CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,,2025-12-16T04:44:44.453255,,,error,,,,,,Embedding provider error: Connection error.,CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,termination,,,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,,2025-12-16T04:44:52.010728,,,error,,,,,,Embedding provider error: Connection error.,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,termination,,,
PastaB7.c,termination/tpdb/C_Integer/Stroeder_15/PastaB7.c,,2025-12-16T04:44:56.819439,,,error,,,,,,Embedding provider error: Connection error.,PastaB7.c,termination,,,
svcomp_b.06.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_b.06.c,,2025-12-16T04:45:01.664159,,,error,,,,,,Embedding provider error: Connection error.,svcomp_b.06.c,termination,,,
NO_24.c,termination/tpdb/C_Integer/Stroeder_15/NO_24.c,,2025-12-16T04:45:07.091723,,,error,,,,,,Embedding provider error: Connection error.,NO_24.c,termination,,,
svcomp_fermat.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_fermat.c,,2025-12-16T04:45:12.259695,,,error,,,,,,Embedding provider error: Connection error.,svcomp_fermat.c,termination,,,
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,,2025-12-16T04:45:22.680241,,,error,,,,,,Embedding provider error: Connection error.,AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,termination,,,
PastaA4.c,termination/tpdb/C_Integer/Stroeder_15/PastaA4.c,,2025-12-16T04:45:38.914567,,,error,,,,,,LLM provider error: Connection error.,PastaA4.c,termination,,,
MinusBuiltIn.c,termination/tpdb/C_Integer/Stroeder_15/MinusBuiltIn.c,4e7605aedf344bed9cb6985a76a7911f,2025-12-16T04:48:04.843886,145.93,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_044804_4e7605aedf344bed9cb6985a76a7911f.json,,MinusBuiltIn.c,termination,,,
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,,2025-12-16T04:50:43.700254,,,error,,,,,,LLM returned non-JSON response,PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,termination,,,
easy1_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/easy1_true-termination.c,ff02b735bb0840c994644e59129ed5c0,2025-12-16T04:51:48.096698,64.4,4.0,terminating,0.0,,40 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045148_ff02b735bb0840c994644e59129ed5c0.json,,easy1_true-termination.c,termination,,True,TRUE
PastaB11.c,termination/tpdb/C_Integer/Stroeder_15/PastaB11.c,fdb412887d544bacaa09cf8d3c3bb5d9,2025-12-16T04:53:07.261127,79.16,4.0,terminating,0.0,,x + y,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045307_fdb412887d544bacaa09cf8d3c3bb5d9.json,,PastaB11.c,termination,,,
aaron2_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/aaron2_true-termination.c,da692900a9ca492e9d15e60d007aa4fa,2025-12-16T04:54:36.402366,89.14,4.0,terminating,0.0,,"(x - y, tx)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045436_da692900a9ca492e9d15e60d007aa4fa.json,,aaron2_true-termination.c,termination,,True,TRUE
DivMinus.c,termination/tpdb/C_Integer/Stroeder_15/DivMinus.c,6e2eae042c2f4885b761dd0528ea3ea1,2025-12-16T04:55:47.178646,70.78,4.0,terminating,0.0,y == \old(y); x + res * y == \old(x) + \old(res) * \old(y); res >= \old(res); x <= \old(x),x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045547_6e2eae042c2f4885b761dd0528ea3ea1.json,,DivMinus.c,termination,,,
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,3936a81a2a6d4311b140f1cde0eb2faf,2025-12-16T04:56:57.288203,70.11,5.0,terminating,0.0,,abs(x - y),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045657_3936a81a2a6d4311b140f1cde0eb2faf.json,,AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,termination,,,
Toulouse-MultiBranchesToLoop_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/Toulouse-MultiBranchesToLoop_true-termination.c,febfae13276f42d3b8f2d4ba329e721e,2025-12-16T04:58:35.573323,98.28,5.0,terminating,0.0,,,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045835_febfae13276f42d3b8f2d4ba329e721e.json,,Toulouse-MultiBranchesToLoop_true-termination.c,termination,,False,UNKNOWN
ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,69bbc1e8d0ef41bf85e7dd5c41b9f373,2025-12-16T04:59:36.815700,61.24,4.0,terminating,0.0,,x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_045936_69bbc1e8d0ef41bf85e7dd5c41b9f373.json,,ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,termination,,,
svcomp_a.07.c,termination/tpdb/C_Integer/Stroeder_15/svcomp_a.07.c,c5a0568ee2ea44e1beca9a5d00e40515,2025-12-16T05:00:30.494151,53.68,4.0,terminating,0.0,c >= 0; x == \old(x); y == \old(y) + c; z == \old(z) + c; y - z == \old(y) - \old(z),"x - max(y, z)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_050030_c5a0568ee2ea44e1beca9a5d00e40515.json,,svcomp_a.07.c,termination,,,
PastaA8.c,termination/tpdb/C_Integer/Stroeder_15/PastaA8.c,3e1f2747a8fd42d795af45e66694a98f,2025-12-16T05:01:38.738468,68.24,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_050138_3e1f2747a8fd42d795af45e66694a98f.json,,PastaA8.c,termination,,,
ColonSipma-TACAS2001-Fig1_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ColonSipma-TACAS2001-Fig1_true-termination.c,e295f02c1ac74523b857901a23947ffa,2025-12-16T05:03:30.290687,111.55,5.0,terminating,0.0,,"(101 - i, k - j + 1)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_050330_e295f02c1ac74523b857901a23947ffa.json,,ColonSipma-TACAS2001-Fig1_true-termination.c,termination,,,
KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,697a1c26dd964e33898d32459cd10a04,2025-12-16T05:05:07.994060,97.7,4.0,terminating,0.0,,255 - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_050507_697a1c26dd964e33898d32459cd10a04.json,,KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,2fd6baacb8fc424592229f0c7aa6b61f,2025-12-16T05:06:50.758657,102.76,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_050650_2fd6baacb8fc424592229f0c7aa6b61f.json,,ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,termination,,,
PastaB2.c,termination/tpdb/C_Integer/Stroeder_15/PastaB2.c,89348f61f4a24a01980fa749805aa8b4,2025-12-16T05:08:19.035782,88.28,4.0,terminating,0.0,,x - y,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_050819_89348f61f4a24a01980fa749805aa8b4.json,,PastaB2.c,termination,,,
min_rf_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/min_rf_true-termination.c,4480ffb79ad94309bf8a3628c2e2efff,2025-12-16T05:10:34.018336,134.98,5.0,terminating,0.0,,(x + y),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_051034_4480ffb79ad94309bf8a3628c2e2efff.json,,min_rf_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,d6f754540dca45d0a1453854b2d78dc4,2025-12-16T05:13:18.595950,164.58,5.0,terminating,0.0,,,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_051318_d6f754540dca45d0a1453854b2d78dc4.json,,ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,termination,,,
